Year,Congress,Session,Vote_Number,Yeas,Nays,Question
2004,108,2,1,48,45,On the Cloture Motion H.R. 2673
2004,108,2,2,61,32,On the Cloture Motion H.R. 2673
2004,108,2,3,65,28,On the Conference Report H.R. 2673
2004,108,2,4,67,25,On the Motion to Table S.Amdt. 2234 to S.Amdt. 2233 to H.R. 3108 (Pension Funding Equity Act of 2004)
2004,108,2,5,86,9,On Passage of the Bill H.R. 3108
2004,108,2,6,95,0,On the Nomination PN544
2004,108,2,7,75,11,On the Cloture Motion S. 1072
2004,108,2,8,96,0,On the Nomination PN539
2004,108,2,9,57,41,"On the Motion to Table S.Amdt. 2286 to S.Amdt. 2285 to S. 1072 (Safe, Accountable, Flexible, and Efficient Transportation Equity Act of 2004)"
2004,108,2,10,86,11,"On the Cloture Motion S.Amdt. 2285 to S. 1072 (Safe, Accountable, Flexible, and Efficient Transportation Equity Act of 2004)"
2004,108,2,11,17,78,"On the Amendment S.Amdt. 2388 to S.Amdt. 2285 to S. 1072 (Safe, Accountable, Flexible, and Efficient Transportation Equity Act of 2004)"
2004,108,2,12,72,24,"On the Point of Order S.Amdt. 2285 to S. 1072 (Safe, Accountable, Flexible, and Efficient Transportation Equity Act of 2004)"
2004,108,2,13,20,78,"On the Amendment S.Amdt. 2473 to S. 1072 (Safe, Accountable, Flexible, and Efficient Transportation Equity Act of 2004)"
2004,108,2,14,76,21,On Passage of the Bill S. 1072
2004,108,2,15,48,45,On the Motion (Motion To Invoke Cloture On The Motion To Proceed To Consider S. 2061)
2004,108,2,16,75,22,"On the Motion (Motion To Invoke Cloture On The Motion To Proceed To S. 1805

)"
2004,108,2,17,70,27,On the Amendment S.Amdt. 2620 to S. 1805 (Protection of Lawful Commerce in Arms Act)
2004,108,2,18,58,39,On the Motion (Motion To Waive CBA Cantwell Amdt. No. 2617)
2004,108,2,19,59,37,On the Amendment S.Amdt. 2628 to S. 1805 (Protection of Lawful Commerce in Arms Act)
2004,108,2,20,40,56,On the Amendment S.Amdt. 2627 to S. 1805 (Protection of Lawful Commerce in Arms Act)
2004,108,2,21,60,34,On the Amendment S.Amdt. 2630 to S. 1805 (Protection of Lawful Commerce in Arms Act)
2004,108,2,22,38,56,On the Amendment S.Amdt. 2629 to S. 1805 (Protection of Lawful Commerce in Arms Act)
2004,108,2,23,28,59,On the Amendment S.Amdt. 2635 to S. 1805 (Protection of Lawful Commerce in Arms Act)
