Year,Congress,Session,Vote_Number,Yeas,Nays,Question
2002,107,2,1,88,6,On the Motion for Attendance S. 1731
2002,107,2,2,57,33,On the Motion (Motion to Waive CBA re: Emergency Designation re: Baucus Amendment No. 2701)
2002,107,2,3,39,45,On the Motion (Motion to Waive CBA re: Smith Amendment No. 2705)
2002,107,2,4,83,0,On the Nomination PN1000
2002,107,2,5,81,0,On the Nomination PN1002
2002,107,2,6,57,35,On the Motion (Motion to Waive CBA re: Durbin Amdt. 2714)
2002,107,2,7,90,2,On the Amendment S.Amdt. 2717 to H.R. 622 (Economic Security and Worker Assistance Act of 2002)
2002,107,2,8,54,41,On the Motion (Motion to Waive CBA re: Harkin Amdt. No. 2719)
2002,107,2,9,92,2,On the Amendment S.Amdt. 2702 to H.R. 622 (Economic Security and Worker Assistance Act of 2002)
2002,107,2,10,62,33,"On the Motion (Motion to Waive CBA re: Baucus Amdt. No. 2718, as modified)"
2002,107,2,11,75,0,On the Nomination PN916
2002,107,2,12,93,0,On the Nomination PN1117
2002,107,2,13,56,39,On the Cloture Motion S.Amdt. 2698 to H.R. 622 (Economic Security and Worker Assistance Act of 2002)
2002,107,2,14,48,47,On the Cloture Motion S.Amdt. 2773 to H.R. 622 (Economic Security and Worker Assistance Act of 2002)
2002,107,2,15,44,52,"On the Amendment S.Amdt. 2602 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,16,82,14,"On the Amendment S.Amdt. 2604 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,17,96,1,"On the Amendment S.Amdt. 2821 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,18,31,66,"On the Motion to Table S.Amdt. 2826 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,19,11,85,"On the Amendment S.Amdt. 2827 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,20,93,0,"On the Amendment S.Amdt. 2830 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,21,91,0,On the Nomination PN881
2002,107,2,22,92,0,On the Nomination PN1131
2002,107,2,23,46,53,On the Motion to Table S.Amdt. 2837 to S.Amdt. 2835 to S.Amdt. 2471 to S. 1731
2002,107,2,24,55,45,"On the Motion to Table S.Amdt. 2533 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,25,69,30,On the Motion (Motion to Waive CBA re: Baucus Amdt No. 2839)
2002,107,2,26,17,80,On the Amendment S.Amdt. 2856 to S.Amdt. 2845 to S.Amdt. 2471 to S. 1731
2002,107,2,27,98,0,"On the Amendment S.Amdt. 2857 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,28,56,42,"On the Amendment S.Amdt. 2850 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,29,56,42,"On the Motion to Table S.Amdt. 2851 to S.Amdt. 2471 to S. 1731 (Agriculture, Conservation, and Rural Enhancement Act of 2001)"
2002,107,2,30,58,40,On Passage of the Bill H.R. 2646
2002,107,2,31,31,63,"On the Amendment S.Amdt. 2879 to S. 565 (Martin Luther King, Jr. Equal Protection of Voting Rights Act of 2002)"
2002,107,2,32,44,50,"On the Amendment S.Amdt. 2895 to S. 565 (Martin Luther King, Jr. Equal Protection of Voting Rights Act of 2002)"
