Year,Congress,Session,Vote_Number,Yeas,Nays,Question
2008,110,2,1,91,3,On Passage of the Bill H.R. 4986
2008,110,2,2,60,36,On the Motion to Table S. 2248
2008,110,2,3,48,45,On the Cloture Motion S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,4,48,45,On the Cloture Motion S.Amdt. 3918 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,5,80,4,On the Cloture Motion H.R. 5140
2008,110,2,6,73,12,On the Motion (Motion to Instruct Sgt. At Arms)
2008,110,2,7,49,46,On the Amendment S.Amdt. 3930 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,8,58,41,On the Cloture Motion S.Amdt. 3983 to H.R. 5140 (Recovery Rebates and Economic Stimulus for the American People Act of 2008)
2008,110,2,9,91,6,On the Amendment S.Amdt. 4010 to H.R. 5140 (Economic Stimulus Act of 2008)
2008,110,2,10,81,16,On Passage of the Bill H.R. 5140
2008,110,2,11,40,56,On the Amendment S.Amdt. 3915 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,12,38,57,On the Amendment S.Amdt. 3913 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,13,57,41,On the Amendment S.Amdt. 3910 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,14,35,63,On the Amendment S.Amdt. 3979 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,15,31,67,On the Amendment S.Amdt. 3907 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,16,37,60,On the Amendment S.Amdt. 3912 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,17,30,68,On the Amendment S.Amdt. 3927 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,18,41,57,On the Amendment S.Amdt. 3919 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007)
2008,110,2,19,69,29,On the Cloture Motion S. 2248
2008,110,2,20,68,29,On Passage of the Bill S. 2248
2008,110,2,21,92,4,On the Cloture Motion H.R. 2082
2008,110,2,22,51,45,On the Conference Report H.R. 2082
2008,110,2,23,95,0,On the Amendment S.Amdt. 4020 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007)
2008,110,2,24,95,0,On the Amendment S.Amdt. 4082 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007)
2008,110,2,25,28,67,On the Amendment S.Amdt. 4034 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007)
2008,110,2,26,21,73,On the Amendment S.Amdt. 4036 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007)
2008,110,2,27,94,0,On the Amendment S.Amdt. 4032 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007)
