Year,Congress,Session,Vote_Number,Yeas,Nays,Question
2000,106,2,1,53,44,On the Motion to Table S.Amdt. 2538 to S. 625 (Bankruptcy Judgeship Act of 1999)
2000,106,2,2,80,17,On the Amendment S.Amdt. 2763 to S. 625 (Bankruptcy Judgeship Act of 1999)
2000,106,2,3,54,43,On the Motion to Table S.Amdt. 2748 to S. 625 (Bankruptcy Judgeship Act of 1999)
2000,106,2,4,29,68,On the Amendment S.Amdt. 2658 to S. 625 (Bankruptcy Judgeship Act of 1999)
2000,106,2,5,83,14,On Passage of the Bill H.R. 833
2000,106,2,6,89,4,On the Nomination PN729
2000,106,2,7,94,3,On the Cloture Motion S.Amdt. 2808 to S. 1287 (Nuclear Waste Policy Amendments Act of 2000)
2000,106,2,8,64,34,On Passage of the Bill S. 1287
2000,106,2,9,79,19,On the Motion (Motion to Proceed to Exec. Session to Consider Nomination of Thomas L. Ambro)
2000,106,2,10,96,2,On the Nomination PN597
2000,106,2,11,95,2,On the Nomination PN571
2000,106,2,12,98,0,On Passage of the Bill H.R. 1883
2000,106,2,13,98,0,On the Nomination PN239
2000,106,2,14,98,0,On the Nomination PN499
2000,106,2,15,44,54,On the Motion (Motion to Waive CBA re: Dodd Amdt No 2857)
2000,106,2,16,98,0,On the Amendment S.Amdt. 2854 to S. 1134 (Affordable Education Act of 2000)
2000,106,2,17,57,42,On the Motion to Table S.Amdt. 2861 to S. 1134 (Affordable Education Act of 2000)
2000,106,2,18,96,2,On the Amendment S.Amdt. 2825 to S. 1134 (Affordable Education Act of 2000)
2000,106,2,19,58,40,On the Motion to Table S.Amdt. 2863 to S. 1134 (Affordable Education Act of 2000)
2000,106,2,20,89,9,On the Amendment S.Amdt. 2865 to S. 1134 (Affordable Education Act of 2000)
2000,106,2,21,42,56,On the Amendment S.Amdt. 2821 to S. 1134 (Affordable Education Act of 2000)
2000,106,2,22,54,43,On the Amendment S.Amdt. 2827 to S. 1134 (Affordable Education Act of 2000)
2000,106,2,23,25,73,On the Amendment S.Amdt. 2870 to S.Amdt. 2869 to S. 1134 (Affordable Education Act of 2000)
